id_hotel|id_ciudad|nombre_hotel|descripcion_hotel|tarjeta_hotel|ubicacion_hotel|direccion_hotel|web_hotel|clasificacion_hotel|foto_hotel|latitud|longitud
44|2|Hotel Howard Johnson Guayaquil|Ubicado a 5 minutos del Aeropuerto José Joaquín de Olmedo de Guayaquil, al norte de la ciudad. Dentro del área de mayor desarrollo comercial y financiero, en el moderno sector “Plaza del Sol” cerca del Mall del Sol. A 12 minutos del Malecón 2000 y del Barrio Las Peñas.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. Juan Tanca Marengo (Plaza del Sol)|www.ghlhoteles.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Hjohnsongye1g.jpg|-2.157452|-79.892547
45|2|Hotel Sol de Oriente|“Hospitalidad Oriental a su servicio”. El Hotel Sol de Oriente está ubicado en pleno centro de la ciudad, a 10 minutos del aeropuerto, a pocos metros del Malecón y de la Av. 9 de Octubre. Unico Hotel en el Ecuador con estilo Oriental.|Aceptamos Diners / Mastercard / Visa|Dentro de la ciudad|Aguirre 603 y Escobedo|www.hotelsoloriente.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/SoldeOriente1111g.jpg|-2.193431|-79.884564
46|3|Hotel El Dorado|El Dorado Hotel le da la más cordial bienvenida y le invita a deleitarse de un concepto diferente en hotelería con un diseño único, moderno y minimalista, pensado por ejecutivos para ejecutivos; cuente con nosotros para ser el aliado estratégico para sus negocios o simplemente disfrute de todos nuestros servicios durante su viaje de placer. Estamos estratégicamente ubicados en el corazón del centro histórico y comercial de Cuenca, a una cuadra de la Catedral y a tan solo 5 minutos del aeropuerto.|Aceptamos American Express / Diners / Mastercard / Visa|Centro Histórico|Gran Colombia 7-87 y Luis Cordero|www.eldoradohotel.com.ec|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Dorado1g.gif|-2.896199|-79.003547
47|3|Hotel Oro Verde Cuenca|Hotel Oro Verde Cuenca con 30 años de historia dentro de la oferta Hotelera de la Ciudad, se inició como un hotel que se incorporó en el entorno natural y arquitectónico de la zona. Con el pasar de los años y el crecimiento urbanístico, la Avenida Ordoñez Lazo se ha convertido en un polo residencial y comercial de primer orden, definiendo la necesidad de transformar a Hotel Oro Verde Cuenca en un edificio moderno, elegante y dotado de la infraestructura completa para alojar a los visitantes que llegan a Cuenca por negocios o turismo.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. Ordóñez Lazo s/n|www.oroverdehotels.com|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Oroverdecue1g.jpg|-2.892223|-78.997192
48|3|Hotel Boutique Carvallo|Hotel conocido como una de las joyas de la arquitectura cuencana. Quien se hospeda con nosotros disfruta de su estratégica ubicación, rodeada de iglesias que hablan de su religión, en la que se incrustan elementos propios de idiosincrasia de la serranía Ecuatoriana, su topografía única, cruzada por 4 ríos, sus calles empedradas con un sinfín de negocios entre los que destacamos la joyería, en la que el hábil orfebre imprime su sello y todo esto junto a la acogedora hospitalidad del HOTEL BOUTIQUE, que reúne para usted, lo mejor de la tradición y la modernidad. Descubra el encanto de cada uno de nuestros espacios.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Gran Colombia 9-52 y P. Aguirre|www.hotelcarvallo.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Carvallo1g.jpg|-2.895631|-79.005003
49|3|Hotel Crespo|Hotel Crespo, el más antiguo de Cuenca, desarrolla sus actividades en una edificación que data de finales de los años 1800, la misma que ha tenido algunas intervenciones, manteniendo siempre la arquitectura colonial; situado, por un lado en el lugar más importante de la Ciudad, “El Barranco” a orillas del Río Tomebamba y por el otro, en la Calle Larga, en la que se encuentra la mayor concentración de museos y vida nocturna de la Ciudad|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Calle Larga 793 y Luis Cordero|www.hotelcrespo.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Crespo1g.jpg|-2.896108|-79.008246
50|3|Hotel El Conquistador|Hotel El Conquistador, Le da la cordial bienvenida y le invita a deleitarse de un Nuevo concepto de hotelería en la Ciudad de Cuenca. Estratégicamente ubicado en el centro histórico y comercial, harán de su estadía sea placentera e inolvidable.|Aceptamos American Express / Diners / Mastercard / Visa|Centro Histórico|Gran Colombia 665 y Presidente Borrero|www.hotelconquistador.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Conquistador1g.jpg|-2.891368|-79.023085
51|3|Hotel Italia|Hotel Italia, un hotel cuatro estrellas que se ha renovado para brindar a sus huéspedes servicios de calidad en nuestras cómodas instalaciones. Nos comprometemos a hacer de su estadía la mas placentera visita a la ciudad de Cuenca.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. España y Av. Huayna Capac|www.hotelitalia.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Italia1g.jpg|-2.894975|-78.996134
52|3|Hotel Príncipe|En el Centro Historico de Cuenca te espera Hotel Principe, caracterizado por brindar un ambiente familiar con espacios llenos de luz ideales para una estadía placentera.|Aceptamos American Express / Diners / Mastercard / Visa|Centro Histórico|Juan Jaramillo 782 y Luis Cordero|www.hotelprincipe.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Principe1g.jpg|-2.900080|-79.004571
53|3|Hotel San Juan|San Juan Hotel, nace en Cuenca, en un acogedor espacio colonial que perteneció a Doña Hortencia Mata en 1990. Al ser una casa de estilo republicana fue reconstruida y remodelada para ofrecer sus instalaciones de lujo y confort para quienes visiten al Atenas del Ecuador y quieren sentir el placer del descanso al estilo colonial.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|General Torres 9-59 y Gran Colombia|www.sanjuanhotel.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Sanjuan1g.jpg|-2.894259|-79.006335
54|3|Hotel Santa Mónica|Somos un Hotel con un nuevo estilo de hospedaje, ubicado en el centro histórico de la Ciudad de Cuenca, en plena zona comercial, bancaria y turística de la Ciudad, completamente adaptado para que su estadía sea la más placentera y agradable experiencia.|Aceptamos American Express / Diners / Mastercard / Visa|Centro Histórico|Sucre 680 y Borrero|www.hotelsantamonicaecuador.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Sucre1g.jpg|-2.898224|-79.002801
55|3|Hostal Mansión Alcazar|Una Mansión Colonial restaurada y transformada en un lujoso Boutique Hotel, para satisfacer a los viajeros más exigentes. Mansión Alcázar está localizada en el corazón del centro histórico de la ciudad de Cuenca, Ecuador. Esta ciudad fue declarada por la UNESCO, Patrimonio Cultural de la Humanidad en 1999, como resultado de los esfuerzos de la comunidad por rescatar la esplendida belleza de tiempos pasados. La casa perteneció a Enrique Cordero, hijo del honorable Ex-Presidente Sr. Luis Cordero. Fue conocida como “La Casa Cordero” hasta 1999, cuando se convirtió en Boutique Hotel Mansión Alcázar.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Bolívar 12-55 y Tarqui|www.mansionalcazar.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Manzionalcazar1g.jpg|-2.896090|-79.008080
56|3|Hostal Posada del Angel|Posada del Angel abre sus puertas y da la bienvenida al turismo nacional e internacional en la ciudad de Cuenca Patrimonio Cultural de la Humanidad. Resaltamos la arquitectura y las bondades que entraga nuestra tierra, ofreciendo lo mejor de los servicios personalizados a nuestros huéspedes.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Bolivar 1411 y Estevez de Toral|www.hostalposadadelangel.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Posadadelangel1g.jpg|-2.895636|-79.009822
57|3|Hostal Río Piedra|Estamos ubicados en el Centro Histórico y Comercial de la ciudad. Venga, sea parte de nuestro encanto y belleza cuencana. Si por negocios o vacaciones visita Cuenca, le invitamos alojarse en nuestras instalaciones, que le brindarán comodidad y buen servicio.|Aceptamos Mastercard / Visa|Centro Histórico|Cordova 8-40 entre Luis Cordero y Benigno Malo|www.hotelriopiedra.net|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Piedra1g.jpg|-2.898957|-79.004662
58|3|Hostería Durán|La experiencia de vivir la tradición y la cultura cuencana se complementa con lo mejor de las aguas termales del Ecuador. A tan solo 15 minutos del Centro Histórico de la ciudad (Patrimonio Cultural de la Humanidad) se encuentra Hostería Durán con 35 acogedoras habitaciones que guardan armonía con el entorno natural que la rodea, creando un ambiente que invita al descanso y la relajación. Su ubicación privilegiada le permitirá disfrutar de las bondades del termalismo; reconfortantes masajes, tratamientos de belleza, entre otros beneficios.|American Express/ Diners/ Mastercard/ Visa/ Discovery|Fuera de la Ciudad|Av. Ricardo Durán s/n, Parroquia Baños|www.hosteriaduran.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Duran1g.jpg|-2.920230|-79.061925
59|3|Hostería Hacienda Uzhupud|A sólo 30 minutos de la ciudad de Cuenca, Hacienda Uzhupud invita a todos aquellos que buscan confort dentro de una agradable arquitectura colonial española con refinados espacios interiores donde se plasman más de un siglo de historia y tradición. Esta elegante hacienda ofrece una experiencia única e inolvidable en un entorno idílico que ofrecen los valles andinos del sur del Ecuador. La hacienda cuenta con 62 habitaciones ubicadas en Plaza Doña Esther y Plaza Don Cornelio, con una exquisita gastronomía ecuatoriana, nuestro Restaurante Doña Eulalia le invita a deleitarse de una verdadera fusión de sabores en base a las recetas tradicionales de la región.|Aceptamos American Express / Diners / Mastercard / Visa|Fuera de la Ciudad|Km 32 Vía a Paute|www.uzhupud.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Uzhupud1g.jpg|-2.830958|-78.767071
60|3|Hotel El Quijote|El Hotel Quijote está ubicado en el Centro Histórico de la ciudad de Cuenca; Patrimonio Cultural de la Humanidad, convirtiéndose en !Un lugar que siempre quiero recordar!|Aceptamos American Express / Diners / Mastercard / Visa|Centro Histórico|Hermano Miguel 958 y Gran Colombia|www.hotelquijote.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Quijote1g.jpg|-2.890893|-78.999100
61|3|Hotel España|El Hotel España está estratégicamente localizado en el Centro Histórico de Cuenca, a la entrada de la ciudad y a tan solo cinco minutos del Aeropuerto Mariscal Lamar. Ofrece excelentes servicios a precios muy cómodos. Sus sesenta confortables habitaciones cuentan con las facilidades necesarias para garantizar su estadía en Cuenca, ya sea por negocios o placer.|Aceptamos American Express / Mastercard / Visa|Dentro de la ciudad|Sangurima 117 y Av. Huayna Capac|www.hotelespanaonline.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Espana1g.jpg|-2.895536|-78.996997
62|3|Hostería Rodas|Hostería y Balneario Termal Rodas está ubicada en el Lugar más Turístico de Cuenca, Parroquia Baños, a 20 minutos del centro de la ciudad. Conocido Sector Turístico por sus aguas termales y sus comidas típicas. Nuestras instalaciones tienen un nuevo concepto en Hosterías, con el único propósito de velar por la comodidad y seguridad de nuestros Huéspedes para que su estadía sea lo más placentera.|Aceptamos Mastercard / Visa|Fuera de la Ciudad|Calle Entrada a Huizhil y Av. Ricardo Durán (Vía Principal a Baños)|www.hosteriarodas.com|2|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Rodas1g.jpg|-2.920585|-79.066619
63|4|Hotel Club del Sol|Estamos ubicados frente al mar, en el sector residencial privado de Atacames. Hacemos especial énfasis en el descanso, la tranquilidad y seguridad de nuestros huéspedes, en un ambiente rodeado de hermosos jardines en el confort de un hotel de primera clase en un área de 6.500 m2. La cercanía al malecón de Atacames les brinda la posibilidad de disfrutar noches inolvidables de fiesta y diversión. Para quienes hacemos Hotel Club del Sol, será un placer atenderles, brindándoles un servicio personalizado y de alta calidad.|Aceptamos American Express / Diners / Mastercard / Visa|Playa|Barrio Nueva Granada, 21 de Noviembre|www.hotelclubdelsol.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Clubdelsol1g.jpg|0.869157|-79.855824
64|4|Hotel El Marqués|Desea salir de la rutina diaria a un lugar moderno y cómodo muy cerca de la playa donde el servicio profesional y cálido vayan de la mano? Ese lugar somos nosotros, Hotel El Marqués; no espere que nadie se lo cuente, viva una experiencia inolvidable que le provocará regresar siempre.|Aceptamos American Express / Diners / Mastercard / Visa|Playa|Malecón y Los Crotos|www.elmarqueshotel.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Marques1g.jpg|0.870313|-79.853372
65|4|Hotel Elicios|Somos un hotel con una infraestructura y calificación de primera categoría, al servicio de todos los viajeros que requieren de un sitio moderno, cómodo, seguro y con un ambiente familiar donde pueden utilizar sus instalaciones como punto de encuentro para negocios, placer o simplemente descanzar.|Aceptamos American Express / Diners / Mastercard / Visa|Playa|Barrio Nueva Granada, calle Principal|www.hotelelicios.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Elicios1g.jpg|0.867771|-79.857109
66|4|Hotel Apartamento Cielo Azul|Con mucho gusto ponemos a su disposición nuestras nuevas y modernas instalaciones en la ciudad de Atacames, donde le ofrecemos una excelente atención, confort y diversión. Nos encontramos en un lugar tranquilo rodeados de naturaleza, directamente en la playa con un ambiente muy acogedor y familiar. La ubicación es muy buena, central y a poca distancia del malecón de la playa.|Aceptamos American Express / Diners / Mastercard / Visa|Playa|Playa de Atacames|www.hotelcieloazul.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Cieloazul1g.jpg|0.869825|-79.855410
67|4|Hostería Playa Hermosa|Estamos ubicados en el corazón de Atacames, en el Malecón de la Playa, lo que permite disfrutar de los encantos de la cultura afroecuatoriana a la hora que usted desee. El Hotel Playa Hermosa está rodeado de hermosos jardines tropicales donde se respeta la naturaleza. Nuestra extensión de 7000 metros cuadrados permiten a nuestros huéspedes caminar tranquilamente alrededor de nuestras instalaciones.|Aceptamos Diners / Visa|Playa|Malecón, frente a la playa|www.hotelplayahermosa-atacames.com|2|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Playahermosa1g.jpg|0.871639|-79.852355
68|5|Hotel Oro Verde Manta|En Hotel Oro Verde Manta, le brindamos la experiencia única de sentirse bien en un entorno natural, con jardines tropicales, días soleados y una maravillosa vista al Océano Pacífico; junto al toque personal de alta gastronomía, relax, confort y servicio personalizado; para que usted tenga una estadía de ensueño.|Aceptamos American Express / Diners / Mastercard / Visa|Playa|Malecón y calle 23|www.oroverdehotels.com|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Oroverdemta1g.jpg|-0.941735|-80.732905
69|5|Mantahost Hotel|El MANTAHOST HOTEL es el hotel emblemático de la ciudad que se distingue por ser un cálido destino y por la calidad del servicio y modernas habitaciones ubicado al pie del mar. Somos el Hotel con mayor número de habitaciones en la ciudad: 100 confortables habitaciones, de las cuales 82 tienen la privilegiada vista frente al Mar mayoritariamente con balcón.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Km 1,5 vía Barbasquillo|www.mantahosthotel.com|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Mantahost1g.jpg|-0.944649|-80.748975
70|5|Hotel Cabañas Balandra|Concebido como un pequeño paraíso junto al mar. Su privilegiada ubicación a escasos 100 metros del malecón escénico, le da la oportunidad de disfrutar de las azules aguas del Pacífico y su extensa playa a la hora que usted quiera. Centro turístico bancario y comercial a poquísimas cuadras le brindan la facilidad de satisfacer todas sus necesidades, y al volver al hotel, la cálida recepción de nuestro personal especializado en hacer de su visita “una experiencia inolvidable”.|Aceptamos American Express/ Diners / Discover / Mastercard / Visa|Dentro de la ciudad|Av. 7 y calle 20 (Barrio Córdova)|www.hotelbalandra.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Balandra1g.jpg|-0.942637|-80.730559
71|5|Hostería Barbasquillo|Le ofrecemos un lugar totalmente diferente, donde la tranquilidad y el buen servicio se conjugan para brindar al visitante una estadía apacible y confortable. Tan solo a unos cuantos pasos estará disfrutando de la tranquila playa de Barbasquillo.|Aceptamos American Express / Diners / Mastercard / Visa|Playa|Vía Barbasquillo|www.centroturisticobarbasquillo.com|2|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Barbasquillo1g.jpg|-0.945152|-80.752757
72|6|Hotel Playa Dorada|Situado en una de las playas más atractivas de la costa ecuatoriana, el Hotel Playa Dorada está ubicado en la avenida principal hacia Salinas, ingreso por las antenas de Pacifictel - TV Cable, seguir la calle asfaltada a dos minutos del centro comercial El Paseo Shopping y a 5 minutos del Malecón de Salinas, es el lugar ideal para una estadía placentera y relajante, solo usted y el mar.|Aceptamos American Express / Diners / Mastercard / Visa|Playa|Av. Principal de ingreso a Salinas, Cdla La Milina|www.playadorada.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Playadorada1g.jpg|-2.220513|-80.934392
73|6|Hotel Sun Beach Salinas|Situado en una de las playas mas atractivas de la costa ecuatoriana, el Sun Beach Salinas Hotel está ubicado en la avenida principal de ingreso a Salinas, a una cuadra del colegio Rubira, a dos minutos del Malecón, es el lugar ideal para una estadía perfecta.|Aceptamos American Express / Mastercard / Visa|Dentro de la ciudad|Av. Principal de ingreso a Salinas|www.hotelsunbeachsalinas.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Sunbeach1g.jpg|-2.211072|-80.954651
74|7|Hotel Florida|Hotel Florida un espacio de relax mágico y acogedor ubicado en sector más exclusivo de Ambato, Miraflores de fácil acceso y a solo 5 minutos del centro de la ciudad|Aceptamos American Express / Mastercard / Visa|Dentro de la ciudad|Av. Miraflores 1131|www.hotelflorida.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Florida1g.jpg|-1.243883|-78.631001
75|7|Hotel Ambato|Le invitamos a disfrutar de la mayor comodidad, calidad, innovación, y el mejor servicio. El Hotel Ambato se encuentra en pleno centro histórico, cerca de los museos, el parque central, la catedral, los principales bancos. En donde nuestros huéspedes y clientes gozaran de la tranquilidad y un descanso confortable, además de una vista privilegiada de los barrios Miraflores, Ficoa y del Río Ambato, que ofrecen nuestras instalaciones así como áreas verdes para su deleite.|Aceptamos American Express / Mastercard / Visa|Dentro de la ciudad|Guayaquil 0108 y Rocafuerte|www.hotelambato.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Ambato1g.jpg|-1.242953|-78.631625
76|7|Hotel Boutique Mary Carmen|Estimados clientes para el equipo de Hotel Boutique Mary Carmen es un placer ofrecer sus servicios de lujo para nuestros visitantes, ya que somos un Hotel Temático minimalista único en el país y Sudamérica que para su deleite ofrece variedad de habitaciones totalmente diferentes entre sí, como su decoración y temática, dado el requerimiento que Usted necesite.||Dentro de la ciudad|Av. Cevallos y Martínez (esq)|www.hotelboutiquemc.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Marycarmen1g.jpg|-1.241821|-78.627138
77|7|Hotel De las Américas|Somos un nuevo concepto hotelero al servicio de la hermosa Ciudad de Ambato y sus visitantes, nuestra estratégica ubicación lo comunica rápidamente con el terminal Terrestre; así como el terminal ferroviario en los cuales contamos con planes turísticos y apoyo de las mejores operadoras del país. Además de ubicarnos en una nueva zona comercial de la ciudad, a tan solo 5 minutos del centro de la urbe.|Aceptamos American Express / Mastercard / Visa|Dentro de la ciudad|Av. De Las Américas y Colombia|www.hoteldelasamericas.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Delasamericas1g.jpg|-1.232501|-78.617708
78|7|Hotel Emperador|Hotel Emperador, está ubicado en el centro de la ciudad de Ambato. La profesionalidad del servicio, nuestras modernas instalaciones y cada uno de los ambientes públicos y privados, han sido diseñados pensando en su confort y en satisfacer los requerimientos mas exigentes. Le esperamos en la hermosa ciudad de Ambato, cuna de ilustres poetas, caracterizada por su intensa actividad comercial, industrial, artesanal y turística.|Aceptamos American Express / Mastercard / Visa|Dentro de la ciudad|Cevallos 10-14 y Lalama|www.hotelemperador.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Emperador1g.gif|-1.241305|-78.626374
79|7|Hotel Ficoa Real Suites|FICOA REAL SUITES HOTEL, se encuentra en la ciudad de Ambato situado en una de las zonas más comerciales y destacadas de la urbe. A tan solo pocos minutos el cliente podrá visitar lugares turísticos históricos, culturales y de recreación tales como: Quinta de Juan León Mera, Quinta de Juan Montalvo, Quinta (casa museo, familia Martínez Holguín), Jardín Botánico Atocha La Liria, Centro Cultural la Liria, Casa Museo Juan Montalvo, Mausoleo Juan Montalvo, Parque Montalvo, Iglesia la Catedral, La Casa del Portal (Centro Cultural), Parque Provincial De La Familia Vía Quisapincha, Cantón Quisapincha, Atocha, farmacias, supermercados y bancos se podrán encontrar a pocos pasos, como también restaurantes de comida típica, nacional e internacional.|Aceptamos American Express / Mastercard / Visa|Dentro de la ciudad|Rodrigo Pachano 1367 Y Montalvo|www.ficoarealsuites.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Ficoa1g.jpg|-1.236794|-78.632971
80|7|Hotel Versailles|HOTEL COMPLEXE VERSAILLES, está situado, en la entrada sur de la ciudad de Ambato, en la Av. Bolivariana, a 100 m de la UNIVERSIDAD UNIANDES y a 5 minutos del centro de la ciudad. Usted podrá disfrutar del confort de nuestras instalaciones, así como de nuestra excelente gastronomía, en un ambiente tranquilo y acogedor.|Aceptamos American Express / Mastercard / Visa|Dentro de la ciudad|Av. Bolivariana (a 200 m de U. UNIANDES)|www.versailleshotelycomplejo.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Versailles1g.jpg|-1.295069|-78.603331
81|8|Hostal El Jardín|En la Provincia de Pastaza, rodeado de mucha vegetación y junto al río Puyo, se encuentra un pequeño y hermoso lugar, donde encontrarás la paz y tranquilidad que te brinda el contacto con la naturaleza, jardines llenos de flores, pequeñas aves silvestres coloridas mariposas y todos los sonidos de la amazonía, esto es Hostal Restaurante El Jardín.|Aceptamos Diners / Mastercard / Visa|Fuera de la Ciudad|Paseo Turístico del Río Puyo, Barrio Obrero|www.eljardinrelax.com.ec|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Eljardin1g.jpg|-1.479956|-77.998882
82|8|Hostal Milenium|En la ciudad de Puyo - Puerta de ingreso a la Amazonía - en pleno centro comercial, financiero y cultural, a pocos pasos del Municipio y diagonal al Consejo Provincial de Pastaza, se localiza Hostal Milenium, el sitio ideal para turistas, viaje de negocios y familiares.|Aceptamos American Express / Mastercard / Visa|Dentro de la ciudad|27 de Febrero y Francisco de Orellana|-|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Milenium1g.jpg|-1.487531|-77.999459
83|8|Hostería Finca El Pigual|A tan solo 4 horas de Quito, viajando por una carretera de excelente calidad y rodeada de hermosos paisajes, Hostería Finca El Pigual representa una buena opción para escaparse de la gran ciudad y reencontrarse con la naturaleza, en plena Amazonía ecuatoriana, con la atención cálida y personalizada de sus propietarios. Estamos ubicados en el límite de la ciudad de Puyo, del otro lado del río que lleva el mismo nombre. El acceso a nuestra hostería de 7 hectáreas se efectúa por un puente carrozable privado lo que garantiza mayor privacidad y seguridad a nuestros huéspedes. La hostería posee cómodos senderos que recorren múltiples jardines sembrados con plantas tropicales, cuidadosamente mantenidos, siendo de esta manera la hostería más extensa en áreas verdes de la zona, ideal para familias con niños, grupos y amantes de la naturaleza.|Aceptamos Diners / Mastercard / Visa|Fuera de la Ciudad|Final calle Tungurahua s/n, Barrio Obrero|www.hosteriaelpigual.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Pigual1g.jpg|-1.479270|-77.996990
84|8|Hostería Turingia|En la Amazonia ecuatoriana se halla Hostería Turingia, que debe su nombre al añorado suelo patrio de sus propietarios en Alemania. Hostería Turingia, ubicada en el Puyo, provincia de Pastaza, ofrece a sus clientes un servicio de primera para que su estancia en los bosques tropicales sea un recuerdo inolvidable.|Aceptamos Diners / Mastercard / Visa|Dentro de la ciudad|Ceslao Marín 294|www.hosteriaturingia.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Turingia1g.gif|-1.486624|-78.001543
85|8|Cabañas Los Copales|Los Copales está ubicada en la ruta de las cascadas vía Baños-Puyo con cabañas rústicas de madera, un refugio ecológico rodeado de naturaleza donde podrás encontrar árboles de Copal con más de 160 años de edad, jardines llenos de flores de la región y plantas curativas, recorrer los senderos: encontrar mariposas, monos y variadas especies de aves. Conocer la amazonia ecuatoriana y sus 7 nacionalidades indígenas experimentar su cultural ancestral, con la mejor atención en Los Copales.||Fuera de la Ciudad|Km. 45 Vía Baños - Puyo - Shell|www.loscopaleslife.com|2|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Loscopales1g.jpg|-1.480956|-78.086277
86|8|Hostal Kanoas|Hostal Kanoas es un establecimiento nuevo, que está localizado estratégicamente en la ciudad de Puyo, en pleno eje comercial, junto a la Contraloría y a pocos metros del Municipio, Consejo Provincial y otras instituciones públicas. Nos caracterizamos por ofrecer a nuestros huéspedes atención personalizada en un ambiente familiar.||Dentro de la ciudad|Calle 9 de Octubre y Lucindo Ortega|www.hostalkanoas.com|2|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Kanoas1g.jpg|-1.487552|-77.999459
87|9|Hotel Samari Spa Resort|Ubicado a 2 minutos del centro de Baños, Samari Spa Resort es un nuevo resort de lujo construido en estilo clásico-colonial entre 4 hectáreas de jardines extraordinarios, bosques de pino, huertos orgánicos y zonas de descanso para crear un ambiente de bienestar total.|Aceptamos American Express / Mastercard / Visa|Fuera de la Ciudad|Av. de las Amazonas, Vía a Puyo Km. 1|www.samarispa.com|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/pequenas/Samari1p.jpg|-1.394834|-78.409118
88|10|Hostería Hacienda Cusín|Restaurada al esplendor de sus raíces del siglo 17, Hacienda Cusín, en San Pablo, Ecuador, ofrece un sabor lujoso de la historia de esta nación en medio del esplendor natural de los Andes. Localizada a sólo 90 minutos al norte de Quito. Hostería Hacienda Cusín, la antítesis de la vida urbana. Bienvenidos !|Aceptamos American Express / Mastercard / Visa|Fuera de la Ciudad|Lago San Pablo (Hacienda Cusín)|www.haciendacusin.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Cusin1g.jpg|0.233371|-78.266640
89|10|Hostería Las Palmeras Inn|Esta hacienda con 150 años de antigüedad, con sus sobresalientes palmeras y con sus casas de campo con leña crepitante en el interior, está dentro de un exuberante valle a menos de dos horas al norte de Quito, Ecuador. Desde este tranquilo paraíso solo hay una breve caminata de bajada al colorido y frecuentado mercado indígena de Otavalo.|Aceptamos Visa, Mastercard, Diners|Fuera de la Ciudad|San José de Quichinche, sector La Banda|www.laspalmerasinn.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Palmeras1g.jpg|0.233328|-78.266629
90|10|Hostería Puerto Lago|Puertolago Country Inn, se encuentra ubicado a 90 Km al norte de la ciudad de Quito, en la provincia de Imbabura a orillas del lago San Pablo. Situado en un entorno natural mágico y pintoresco, Puertolago es el lugar ideal para sus vacaciones. Desde aquí usted puede descubrir y disfrutar de todos los atractivos que ofrece la provincia de Imbabura.|Aceptamos American Express / Mastercard / Visa / Diners|Fuera de la Ciudad|Orillas Lago San Pablo (Pana Sur Km. 5,5)|www.puertolago.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Puertolago1g.jpg|0.233273|-78.266605
